filepath,caption
./dataset\chemspeed_hazard\image_465.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_466.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_467.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_468.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_469.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_47.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_470.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_471.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_472.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_473.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_474.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_475.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_476.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_477.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_478.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_479.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_48.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_480.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_481.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_482.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_483.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_484.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_485.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_486.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_487.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_488.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_489.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_49.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_490.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_491.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_492.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_493.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_494.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_495.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_496.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_497.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_498.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_499.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_5.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_50.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_500.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_51.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_52.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_53.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_54.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_55.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_56.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_57.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_58.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_59.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_6.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_60.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_61.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_62.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_63.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_64.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_65.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_66.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_67.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_68.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_69.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_7.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_70.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_71.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_72.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_73.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_74.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_75.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_76.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_77.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_78.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_79.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_8.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_80.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_81.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_82.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_83.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_84.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_85.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_86.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_87.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_88.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_89.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_9.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_90.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_91.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_92.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_93.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_94.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_95.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_96.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_97.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_98.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_99.jpg,chemspeed hazard
