filepath,caption
./dataset/capping_hazard/obstruction_67.jpg,capping obstruction
./dataset/capping_clear/clear_rack_344.jpg,capping clear
dataset/navigation/object glove on the floor_11.jpg,navigation object glove
./dataset\chemspeed_hazard\image_140.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_289.jpg,capping clear
./dataset/capping_clear/clear_rack_261.jpg,capping clear
dataset/navigation/other objects on the floor_105.jpg,navigation other objects
./dataset\chemspeed_hazard\image_460.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_10.jpg,capping obstruction
dataset/navigation/other objects on the floor_114.jpg,navigation other objects
dataset/navigation/object glove on the floor_61.jpg,navigation object glove
./dataset\chemspeed_clear\image_3.jpg,chemspeed clear
./dataset\chemspeed_clear\image_84.jpg,chemspeed clear
dataset/navigation/object vial on the floor_77.jpg,navigation object vial
dataset/navigation/object glove on the floor_136.jpg,navigation object glove
./dataset\chemspeed_clear\image_452.jpg,chemspeed clear
./dataset/capping_hazard/missing_cap_54.jpg,capping missing cap
./dataset/capping_hazard/spillage_12.jpg,capping spillage
./dataset/capping_clear/clear_rack_436.jpg,capping clear
./dataset\chemspeed_clear\image_44.jpg,chemspeed clear
dataset/navigation/Empty floor_298.jpg,navigation Empty floor
dataset/navigation/Empty floor_463.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_32.jpg,navigation object tool
./dataset/capping_hazard/spillage_83.jpg,capping spillage
dataset/navigation/object tool on the floor_29.jpg,navigation object tool
dataset/navigation/Empty floor_48.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_187.jpg,chemspeed clear
dataset/navigation/Empty floor_97.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_41.jpg,navigation other objects
./dataset/capping_hazard/missing_vial_61.jpg,capping missing vial
./dataset\chemspeed_hazard\image_380.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_100.jpg,capping clear
dataset/navigation/Empty floor_354.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_39.jpg,navigation object tool
dataset/navigation/Empty floor_31.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_490.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_454.jpg,chemspeed hazard
./dataset/capping_hazard/missing_vial_48.jpg,capping missing vial
./dataset\chemspeed_clear\image_297.jpg,chemspeed clear
dataset/navigation/Empty floor_274.jpg,navigation Empty floor
dataset/navigation/Empty floor_120.jpg,navigation Empty floor
dataset/navigation/Empty floor_465.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_310.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_253.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_30.jpg,navigation object tool
./dataset/capping_hazard/missing_cap_52.jpg,capping missing cap
dataset/navigation/Empty floor_207.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_457.jpg,chemspeed hazard
dataset/navigation/Empty floor_180.jpg,navigation Empty floor
dataset/navigation/Empty floor_28.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_362.jpg,capping clear
./dataset\chemspeed_clear\image_462.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_203.jpg,capping clear
./dataset/capping_clear/clear_rack_417.jpg,capping clear
./dataset\chemspeed_hazard\image_329.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_489.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_55.jpg,navigation object glove
dataset/navigation/Empty floor_520.jpg,navigation Empty floor
dataset/navigation/Empty floor_337.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_91.jpg,capping missing vial
./dataset\chemspeed_clear\image_68.jpg,chemspeed clear
./dataset\chemspeed_clear\image_375.jpg,chemspeed clear
dataset/navigation/object vial on the floor_2.jpg,navigation object vial
./dataset/capping_clear/clear_rack_271.jpg,capping clear
./dataset\chemspeed_hazard\image_313.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_128.jpg,navigation object vial
./dataset\chemspeed_clear\image_126.jpg,chemspeed clear
dataset/navigation/Empty floor_378.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_44.jpg,navigation object tool
./dataset\chemspeed_clear\image_222.jpg,chemspeed clear
dataset/navigation/Empty floor_3.jpg,navigation Empty floor
dataset/navigation/Empty floor_403.jpg,navigation Empty floor
dataset/navigation/Empty floor_60.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_94.jpg,navigation object vial
./dataset/capping_hazard/obstruction_1.jpg,capping obstruction
./dataset\chemspeed_hazard\image_427.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_3.jpg,navigation object vial
dataset/navigation/Empty floor_375.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_404.jpg,chemspeed clear
./dataset\chemspeed_clear\image_56.jpg,chemspeed clear
dataset/navigation/Empty floor_335.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_414.jpg,capping clear
./dataset/capping_clear/clear_rack_241.jpg,capping clear
./dataset/capping_clear/clear_rack_233.jpg,capping clear
./dataset/capping_clear/clear_rack_235.jpg,capping clear
dataset/navigation/Empty floor_157.jpg,navigation Empty floor
dataset/navigation/Empty floor_36.jpg,navigation Empty floor
dataset/navigation/Empty floor_90.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_482.jpg,capping clear
./dataset\chemspeed_clear\image_152.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_243.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_338.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_106.jpg,navigation object glove
./dataset\chemspeed_clear\image_427.jpg,chemspeed clear
dataset/navigation/object glove on the floor_98.jpg,navigation object glove
dataset/navigation/Empty floor_371.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_113.jpg,navigation other objects
./dataset\chemspeed_clear\image_141.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_27.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_351.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_147.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_73.jpg,navigation object vial
./dataset/capping_clear/clear_rack_31.jpg,capping clear
./dataset\chemspeed_hazard\image_406.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_326.jpg,chemspeed hazard
dataset/navigation/Empty floor_404.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_79.jpg,capping missing cap
./dataset\chemspeed_hazard\image_294.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_380.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_332.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_80.jpg,navigation object tool
./dataset\chemspeed_hazard\image_34.jpg,chemspeed hazard
./dataset/capping_hazard/missing_cap_84.jpg,capping missing cap
dataset/navigation/Empty floor_496.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_302.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_100.jpg,navigation other objects
./dataset\chemspeed_clear\image_312.jpg,chemspeed clear
dataset/navigation/Empty floor_325.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_98.jpg,capping obstruction
dataset/navigation/object tool on the floor_34.jpg,navigation object tool
dataset/navigation/Empty floor_142.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_110.jpg,capping clear
./dataset\chemspeed_hazard\image_447.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_141.jpg,navigation object tool
./dataset\chemspeed_clear\image_482.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_331.jpg,capping clear
dataset/navigation/object tool on the floor_14.jpg,navigation object tool
./dataset\chemspeed_hazard\image_269.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_4.jpg,capping obstruction
./dataset\chemspeed_clear\image_397.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_85.jpg,capping clear
dataset/navigation/Empty floor_250.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_353.jpg,capping clear
dataset/navigation/other objects on the floor_49.jpg,navigation other objects
dataset/navigation/object vial on the floor_71.jpg,navigation object vial
dataset/navigation/Empty floor_342.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_7.jpg,capping clear
dataset/navigation/Empty floor_501.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_63.jpg,capping missing cap
dataset/navigation/other objects on the floor_89.jpg,navigation other objects
./dataset\chemspeed_hazard\image_6.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_80.jpg,navigation object vial
./dataset/capping_clear/clear_rack_228.jpg,capping clear
./dataset/capping_clear/clear_rack_42.jpg,capping clear
dataset/navigation/Empty floor_414.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_230.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_164.jpg,chemspeed hazard
dataset/navigation/Empty floor_466.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_141.jpg,navigation object vial
./dataset\chemspeed_clear\image_497.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_418.jpg,capping clear
./dataset\chemspeed_clear\image_418.jpg,chemspeed clear
dataset/navigation/Empty floor_324.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_21.jpg,capping missing cap
./dataset\chemspeed_clear\image_277.jpg,chemspeed clear
./dataset\chemspeed_clear\image_182.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_120.jpg,capping clear
./dataset\chemspeed_clear\image_251.jpg,chemspeed clear
dataset/navigation/other objects on the floor_46.jpg,navigation other objects
./dataset/capping_clear/clear_rack_374.jpg,capping clear
./dataset\chemspeed_hazard\image_132.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_67.jpg,capping spillage
./dataset/capping_clear/clear_rack_392.jpg,capping clear
dataset/navigation/Empty floor_440.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_112.jpg,navigation object vial
./dataset\chemspeed_hazard\image_2.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_79.jpg,navigation object tool
dataset/navigation/other objects on the floor_27.jpg,navigation other objects
./dataset\chemspeed_clear\image_4.jpg,chemspeed clear
dataset/navigation/Empty floor_478.jpg,navigation Empty floor
dataset/navigation/Empty floor_512.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_436.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_75.jpg,navigation object glove
./dataset\chemspeed_hazard\image_117.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_301.jpg,capping clear
dataset/navigation/Empty floor_426.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_400.jpg,capping clear
./dataset\chemspeed_clear\image_480.jpg,chemspeed clear
./dataset\chemspeed_clear\image_333.jpg,chemspeed clear
./dataset/capping_hazard/spillage_28.jpg,capping spillage
dataset/navigation/other objects on the floor_74.jpg,navigation other objects
./dataset\chemspeed_hazard\image_274.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_63.jpg,capping clear
./dataset/capping_clear/clear_rack_98.jpg,capping clear
dataset/navigation/Empty floor_220.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_214.jpg,capping clear
./dataset\chemspeed_clear\image_444.jpg,chemspeed clear
dataset/navigation/Empty floor_269.jpg,navigation Empty floor
dataset/navigation/object vial on the floor_97.jpg,navigation object vial
dataset/navigation/object glove on the floor_118.jpg,navigation object glove
./dataset\chemspeed_clear\image_207.jpg,chemspeed clear
dataset/navigation/object vial on the floor_145.jpg,navigation object vial
./dataset/capping_clear/clear_rack_89.jpg,capping clear
./dataset/capping_hazard/missing_vial_43.jpg,capping missing vial
./dataset\chemspeed_hazard\image_240.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_80.jpg,capping spillage
dataset/navigation/object vial on the floor_121.jpg,navigation object vial
./dataset\chemspeed_clear\image_367.jpg,chemspeed clear
dataset/navigation/Empty floor_406.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_90.jpg,capping missing vial
./dataset\chemspeed_clear\image_69.jpg,chemspeed clear
dataset/navigation/object tool on the floor_23.jpg,navigation object tool
dataset/navigation/object glove on the floor_101.jpg,navigation object glove
dataset/navigation/Empty floor_436.jpg,navigation Empty floor
dataset/navigation/Empty floor_245.jpg,navigation Empty floor
./dataset/capping_hazard/missing_vial_95.jpg,capping missing vial
dataset/navigation/object vial on the floor_132.jpg,navigation object vial
./dataset\chemspeed_hazard\image_237.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_337.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_365.jpg,capping clear
./dataset/capping_hazard/missing_vial_80.jpg,capping missing vial
./dataset\chemspeed_clear\image_455.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_441.jpg,capping clear
dataset/navigation/Empty floor_535.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_76.jpg,navigation object tool
./dataset\chemspeed_clear\image_311.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_476.jpg,capping clear
./dataset\chemspeed_hazard\image_347.jpg,chemspeed hazard
./dataset/capping_hazard/missing_vial_20.jpg,capping missing vial
./dataset\chemspeed_hazard\image_185.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_61.jpg,navigation other objects
dataset/navigation/Empty floor_191.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_57.jpg,navigation other objects
./dataset/capping_hazard/spillage_74.jpg,capping spillage
dataset/navigation/object tool on the floor_16.jpg,navigation object tool
dataset/navigation/Empty floor_201.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_77.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_145.jpg,capping clear
dataset/navigation/Empty floor_125.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_17.jpg,navigation other objects
./dataset\chemspeed_hazard\image_458.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_451.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_58.jpg,chemspeed clear
dataset/navigation/Empty floor_123.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_124.jpg,capping clear
./dataset/capping_clear/clear_rack_282.jpg,capping clear
./dataset/capping_hazard/missing_cap_7.jpg,capping missing cap
./dataset\chemspeed_clear\image_72.jpg,chemspeed clear
dataset/navigation/Empty floor_549.jpg,navigation Empty floor
dataset/navigation/Empty floor_346.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_58.jpg,navigation other objects
./dataset\chemspeed_clear\image_386.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_134.jpg,capping clear
./dataset\chemspeed_clear\image_265.jpg,chemspeed clear
dataset/navigation/other objects on the floor_44.jpg,navigation other objects
dataset/navigation/Empty floor_487.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_487.jpg,capping clear
./dataset/capping_clear/clear_rack_298.jpg,capping clear
./dataset\chemspeed_hazard\image_73.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_156.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_67.jpg,navigation object glove
./dataset\chemspeed_hazard\image_328.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_64.jpg,capping obstruction
./dataset\chemspeed_hazard\image_330.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_444.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_99.jpg,capping obstruction
dataset/navigation/Empty floor_66.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_95.jpg,chemspeed hazard
dataset/navigation/Empty floor_108.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_76.jpg,navigation other objects
dataset/navigation/object glove on the floor_20.jpg,navigation object glove
dataset/navigation/other objects on the floor_39.jpg,navigation other objects
dataset/navigation/Empty floor_92.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_21.jpg,capping obstruction
dataset/navigation/Empty floor_534.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_496.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_99.jpg,capping clear
dataset/navigation/Empty floor_161.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_468.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_489.jpg,capping clear
./dataset\chemspeed_clear\image_495.jpg,chemspeed clear
dataset/navigation/object glove on the floor_135.jpg,navigation object glove
./dataset\chemspeed_hazard\image_210.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_50.jpg,navigation object vial
dataset/navigation/other objects on the floor_45.jpg,navigation other objects
dataset/navigation/object glove on the floor_14.jpg,navigation object glove
./dataset\chemspeed_hazard\image_226.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_30.jpg,capping clear
./dataset/capping_clear/clear_rack_3.jpg,capping clear
./dataset/capping_hazard/missing_vial_82.jpg,capping missing vial
./dataset/capping_hazard/obstruction_76.jpg,capping obstruction
./dataset\chemspeed_hazard\image_364.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_413.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_327.jpg,capping clear
./dataset\chemspeed_clear\image_364.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_51.jpg,capping clear
./dataset\chemspeed_clear\image_392.jpg,chemspeed clear
./dataset\chemspeed_clear\image_252.jpg,chemspeed clear
dataset/navigation/Empty floor_319.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_330.jpg,capping clear
./dataset\chemspeed_clear\image_158.jpg,chemspeed clear
./dataset\chemspeed_clear\image_378.jpg,chemspeed clear
dataset/navigation/Empty floor_73.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_418.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_107.jpg,capping clear
./dataset/capping_clear/clear_rack_10.jpg,capping clear
dataset/navigation/object tool on the floor_92.jpg,navigation object tool
./dataset\chemspeed_clear\image_174.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_112.jpg,capping clear
./dataset/capping_clear/clear_rack_219.jpg,capping clear
./dataset/capping_hazard/missing_vial_42.jpg,capping missing vial
./dataset\chemspeed_clear\image_303.jpg,chemspeed clear
dataset/navigation/object glove on the floor_112.jpg,navigation object glove
./dataset\chemspeed_hazard\image_381.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_358.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_430.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_230.jpg,capping clear
dataset/navigation/Empty floor_424.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_4.jpg,capping missing cap
./dataset\chemspeed_hazard\image_283.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_109.jpg,chemspeed clear
./dataset\chemspeed_clear\image_475.jpg,chemspeed clear
./dataset\chemspeed_clear\image_71.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_183.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_236.jpg,capping clear
dataset/navigation/Empty floor_352.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_173.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_268.jpg,capping clear
dataset/navigation/Empty floor_211.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_96.jpg,navigation object glove
./dataset/capping_hazard/missing_vial_65.jpg,capping missing vial
./dataset\chemspeed_clear\image_112.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_356.jpg,capping clear
dataset/navigation/Empty floor_204.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_147.jpg,capping clear
dataset/navigation/other objects on the floor_82.jpg,navigation other objects
./dataset/capping_clear/clear_rack_492.jpg,capping clear
./dataset/capping_clear/clear_rack_55.jpg,capping clear
./dataset/capping_clear/clear_rack_430.jpg,capping clear
./dataset\chemspeed_clear\image_373.jpg,chemspeed clear
dataset/navigation/object glove on the floor_34.jpg,navigation object glove
dataset/navigation/other objects on the floor_134.jpg,navigation other objects
dataset/navigation/Empty floor_527.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_36.jpg,navigation object tool
dataset/navigation/Empty floor_490.jpg,navigation Empty floor
dataset/navigation/Empty floor_106.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_247.jpg,capping clear
./dataset\chemspeed_hazard\image_41.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_124.jpg,navigation other objects
dataset/navigation/Empty floor_484.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_136.jpg,capping clear
dataset/navigation/Empty floor_126.jpg,navigation Empty floor
./dataset/capping_hazard/spillage_6.jpg,capping spillage
./dataset\chemspeed_clear\image_292.jpg,chemspeed clear
dataset/navigation/Empty floor_43.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_485.jpg,capping clear
./dataset\chemspeed_clear\image_299.jpg,chemspeed clear
dataset/navigation/Empty floor_355.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_16.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_19.jpg,navigation other objects
./dataset\chemspeed_hazard\image_446.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_191.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_500.jpg,capping clear
dataset/navigation/Empty floor_273.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_2.jpg,capping obstruction
./dataset\chemspeed_hazard\image_276.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_425.jpg,chemspeed clear
./dataset\chemspeed_clear\image_448.jpg,chemspeed clear
dataset/navigation/object vial on the floor_91.jpg,navigation object vial
./dataset/capping_clear/clear_rack_222.jpg,capping clear
./dataset\chemspeed_hazard\image_278.jpg,chemspeed hazard
dataset/navigation/Empty floor_57.jpg,navigation Empty floor
./dataset/capping_hazard/spillage_94.jpg,capping spillage
./dataset/capping_hazard/missing_cap_47.jpg,capping missing cap
./dataset/capping_hazard/missing_vial_69.jpg,capping missing vial
./dataset/capping_clear/clear_rack_131.jpg,capping clear
./dataset/capping_clear/clear_rack_432.jpg,capping clear
dataset/navigation/Empty floor_222.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_451.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_437.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_252.jpg,chemspeed hazard
dataset/navigation/object glove on the floor_83.jpg,navigation object glove
./dataset/capping_clear/clear_rack_195.jpg,capping clear
./dataset\chemspeed_clear\image_486.jpg,chemspeed clear
dataset/navigation/object vial on the floor_10.jpg,navigation object vial
dataset/navigation/Empty floor_76.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_280.jpg,capping clear
./dataset\chemspeed_clear\image_65.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_309.jpg,chemspeed hazard
dataset/navigation/Empty floor_326.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_335.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_408.jpg,capping clear
./dataset/capping_clear/clear_rack_77.jpg,capping clear
./dataset/capping_clear/clear_rack_44.jpg,capping clear
./dataset/capping_hazard/missing_cap_28.jpg,capping missing cap
dataset/navigation/object vial on the floor_39.jpg,navigation object vial
./dataset/capping_clear/clear_rack_234.jpg,capping clear
./dataset/capping_clear/clear_rack_251.jpg,capping clear
./dataset\chemspeed_clear\image_227.jpg,chemspeed clear
./dataset/capping_hazard/missing_vial_67.jpg,capping missing vial
./dataset\chemspeed_clear\image_140.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_339.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_3.jpg,capping obstruction
./dataset\chemspeed_clear\image_82.jpg,chemspeed clear
dataset/navigation/Empty floor_221.jpg,navigation Empty floor
./dataset/capping_hazard/missing_cap_15.jpg,capping missing cap
dataset/navigation/Empty floor_78.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_84.jpg,capping clear
dataset/navigation/object glove on the floor_85.jpg,navigation object glove
dataset/navigation/Empty floor_135.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_402.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_75.jpg,navigation object tool
dataset/navigation/Empty floor_526.jpg,navigation Empty floor
./dataset/capping_hazard/spillage_64.jpg,capping spillage
dataset/navigation/Empty floor_268.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_346.jpg,capping clear
dataset/navigation/object vial on the floor_33.jpg,navigation object vial
dataset/navigation/object glove on the floor_76.jpg,navigation object glove
./dataset/capping_hazard/obstruction_41.jpg,capping obstruction
./dataset\chemspeed_hazard\image_197.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_498.jpg,chemspeed clear
./dataset\chemspeed_clear\image_446.jpg,chemspeed clear
dataset/navigation/object glove on the floor_119.jpg,navigation object glove
./dataset\chemspeed_hazard\image_357.jpg,chemspeed hazard
dataset/navigation/Empty floor_473.jpg,navigation Empty floor
dataset/navigation/other objects on the floor_56.jpg,navigation other objects
dataset/navigation/object vial on the floor_130.jpg,navigation object vial
dataset/navigation/Empty floor_393.jpg,navigation Empty floor
dataset/navigation/object glove on the floor_88.jpg,navigation object glove
dataset/navigation/Empty floor_147.jpg,navigation Empty floor
./dataset/capping_hazard/obstruction_82.jpg,capping obstruction
./dataset/capping_hazard/missing_vial_36.jpg,capping missing vial
./dataset\chemspeed_clear\image_186.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_29.jpg,capping clear
./dataset\chemspeed_hazard\image_492.jpg,chemspeed hazard
dataset/navigation/object tool on the floor_138.jpg,navigation object tool
./dataset/capping_clear/clear_rack_61.jpg,capping clear
./dataset\chemspeed_clear\image_400.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_426.jpg,capping clear
./dataset/capping_hazard/spillage_14.jpg,capping spillage
./dataset/capping_hazard/missing_vial_70.jpg,capping missing vial
./dataset/capping_clear/clear_rack_191.jpg,capping clear
./dataset\chemspeed_clear\image_105.jpg,chemspeed clear
./dataset/capping_hazard/spillage_31.jpg,capping spillage
./dataset\chemspeed_clear\image_224.jpg,chemspeed clear
dataset/navigation/Empty floor_62.jpg,navigation Empty floor
./dataset/capping_clear/clear_rack_389.jpg,capping clear
./dataset\chemspeed_hazard\image_493.jpg,chemspeed hazard
./dataset/capping_clear/clear_rack_360.jpg,capping clear
dataset/navigation/other objects on the floor_13.jpg,navigation other objects
dataset/navigation/Empty floor_198.jpg,navigation Empty floor
./dataset\chemspeed_clear\image_423.jpg,chemspeed clear
dataset/navigation/object glove on the floor_18.jpg,navigation object glove
./dataset\chemspeed_clear\image_481.jpg,chemspeed clear
./dataset\chemspeed_hazard\image_115.jpg,chemspeed hazard
./dataset\chemspeed_clear\image_81.jpg,chemspeed clear
dataset/navigation/other objects on the floor_8.jpg,navigation other objects
dataset/navigation/Empty floor_215.jpg,navigation Empty floor
dataset/navigation/object tool on the floor_24.jpg,navigation object tool
./dataset/capping_clear/clear_rack_48.jpg,capping clear
./dataset\chemspeed_clear\image_458.jpg,chemspeed clear
dataset/navigation/Empty floor_214.jpg,navigation Empty floor
dataset/navigation/Empty floor_299.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_176.jpg,chemspeed hazard
dataset/navigation/other objects on the floor_135.jpg,navigation other objects
./dataset/capping_clear/clear_rack_410.jpg,capping clear
./dataset/capping_clear/clear_rack_47.jpg,capping clear
dataset/navigation/Empty floor_23.jpg,navigation Empty floor
dataset/navigation/Empty floor_122.jpg,navigation Empty floor
./dataset\chemspeed_hazard\image_423.jpg,chemspeed hazard
dataset/navigation/object vial on the floor_36.jpg,navigation object vial
./dataset/capping_clear/clear_rack_49.jpg,capping clear
dataset/navigation/other objects on the floor_90.jpg,navigation other objects
./dataset\chemspeed_clear\image_438.jpg,chemspeed clear
./dataset/capping_clear/clear_rack_308.jpg,capping clear
./dataset\chemspeed_hazard\image_96.jpg,chemspeed hazard
./dataset/capping_hazard/obstruction_20.jpg,capping obstruction
./dataset\chemspeed_hazard\image_267.jpg,chemspeed hazard
./dataset\chemspeed_hazard\image_189.jpg,chemspeed hazard
./dataset/capping_hazard/spillage_65.jpg,capping spillage
./dataset/capping_clear/clear_rack_434.jpg,capping clear
dataset/navigation/Empty floor_507.jpg,navigation Empty floor
dataset/navigation/Empty floor_133.jpg,navigation Empty floor
